tracker,sequence,n_frames,sr,sr_dual,auc,auc_dual,fps,first_frame_linf,result_path
FUSION,0001,251,0.988,0.988,0.9102857142857143,0.9102857142857143,nan,1.4285706129157916e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0001/results.txt
FUSION,0002,854,0.41617819460726846,0.41617819460726846,0.45413945179478593,0.45413945179478593,nan,4.395603809825843e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0002/results.txt
FUSION,0003,740,0.7807848443843031,0.8227334235453315,0.7009472259810555,0.7505638249887234,nan,3.3333321880490985e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0003/results.txt
FUSION,0004,690,0.10449927431059507,0.10449927431059507,0.13587670191443776,0.13587670191443776,nan,2.0720699467347004e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0004/results.txt
FUSION,0005,483,0.946058091286307,0.946058091286307,0.8395573997233748,0.8395573997233748,nan,2.0202014638925903e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0005/results.txt
FUSION,0006,931,0.36129032258064514,0.36129032258064514,0.342447516641065,0.342447516641065,nan,0.0,/data/projects/instan/runs/grt360_20260809/fusion_m5/0006/results.txt
FUSION,0007,661,0.8757575757575757,0.8757575757575757,0.7168109668109668,0.7168109668109668,nan,0.0,/data/projects/instan/runs/grt360_20260809/fusion_m5/0007/results.txt
FUSION,0008,1457,0.7101648351648352,0.7101648351648352,0.6144361590790162,0.6145669806384092,nan,4.263324626663234e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0008/results.txt
FUSION,0009,825,0.19174757281553398,0.19174757281553398,0.1793804900601017,0.1793804900601017,nan,3.2203388400375843e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0009/results.txt
FUSION,0010,687,0.8075801749271136,0.8075801749271136,0.6609745939192003,0.6609745939192003,nan,3.333334461785853e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0010/results.txt
FUSION,0011,1081,0.775,0.7787037037037037,0.5834656084656084,0.5873015873015873,nan,4.347825210970768e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0011/results.txt
FUSION,0012,1276,0.367843137254902,0.37019607843137253,0.32929971988795514,0.3309803921568627,nan,3.809523150266614e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0012/results.txt
FUSION,0013,651,0.9861538461538462,0.9861538461538462,0.7736996336996337,0.7738461538461537,nan,1.111111487261951e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0013/results.txt
FUSION,0014,499,0.43775100401606426,0.4397590361445783,0.39606043220501047,0.3977816026008797,nan,3.3333321880490985e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0014/results.txt
FUSION,0015,580,0.3298791018998273,0.3298791018998273,0.2996134550538696,0.3002714038983469,nan,0.0,/data/projects/instan/runs/grt360_20260809/fusion_m5/0015/results.txt
FUSION,0016,2400,0.7569820758649437,0.7582325969153814,0.5513209869191529,0.5522936144028265,nan,3.7931022234261036e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0016/results.txt
FUSION,0017,740,0.9052774018944519,0.9052774018944519,0.7110638572072941,0.7110638572072941,nan,3.225807176931994e-08,/data/projects/instan/runs/grt360_20260809/fusion_m5/0017/results.txt
FUSION,0018,992,0.9858728557013118,0.9949545913218971,0.8906347604632165,0.8987554658594012,nan,0.0,/data/projects/instan/runs/grt360_20260809/fusion_m5/0018/results.txt
FUSION,0019,600,0.4006677796327212,0.4040066777963272,0.3806343906510851,0.3834168057874235,nan,3.939394446206279e-07,/data/projects/instan/runs/grt360_20260809/fusion_m5/0019/results.txt
