sequence,domain,n_frames,n_valid,absence_rate,median_fov_h,median_fov_v,fov_area_p05,fov_area_p95,scale_ratio_p95_p05,polar_fraction,seam_fraction,angular_step_p50_deg,angular_step_p95_deg,scene_tags,manual_video_label,baseline_auc,baseline_sr,baseline_fps,baseline_scored_frames,baseline_mean_frame_iou,baseline_mean_frame_dual_iou,lost_segment_count,longest_lost_segment,first_lost_frame,lost_frame_fraction,sutrack_t224_auc,sutrack_t224_sr,sutrack_t224_fps,sutrack_t224_auc_delta,sutrack_b224_auc,sutrack_b224_sr,sutrack_b224_fps,sutrack_b224_auc_delta,uetrack_auc,uetrack_sr,uetrack_fps,uetrack_auc_delta,lorat_auc,lorat_sr,lorat_fps,lorat_auc_delta,ft_v4_ep1_auc,ft_v4_ep1_sr,ft_v4_ep1_fps,ft_v4_ep1_auc_delta,ft_v4_ep4_auc,ft_v4_ep4_sr,ft_v4_ep4_fps,ft_v4_ep4_auc_delta,ft_ep6_auc,ft_ep6_sr,ft_ep6_fps,ft_ep6_auc_delta,ft_ep7_auc,ft_ep7_sr,ft_ep7_fps,ft_ep7_auc_delta,best_method,best_auc,best_auc_delta
train_real/seq_0036,train_real,1943,1943,0.0,11.915,27.545,20.957828600000003,5757.939399099994,274.7393114523321,0.0,0.02161605764282038,0.584782516399506,1.639802422890614,scale,,0.7950321220146142,0.9969104016477858,30.948711277955077,1942,0.8094499047790324,0.8101832424511339,3,3,64,0.003089598352214212,0.7620764062576628,0.9691040164778579,43.659293511053924,-0.03295571575695133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7950321220146142,0.0
train_real/seq_0037,train_real,3163,3163,0.0,11.081,23.295,16.863945,19232.7542969,1140.4659050358619,0.0,0.1030667088207398,0.4544189971816117,1.5226279407348726,seam;scale;hard;drift,,0.10099093400801178,0.03984819734345351,10.059542230247603,3162,0.06382937834707114,0.0715309592805149,4,2976,106,0.9601518026565465,0.10222583657118763,0.03984819734345351,18.427147247319034,0.0012349025631758492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.10222583657118763,0.0012349025631758492
train_real/seq_0038,train_real,4194,4176,0.0042918454935622075,9.337499999999999,20.854,16.51982825,12452.560131,753.7947696883592,0.0,0.2013888888888889,0.368028659854355,1.9476105951425497,small;seam;scale,,0.6599030510407756,0.8510179640718563,26.92229215266024,4175,0.6682030174516783,0.6689705285889564,68,55,27,0.1489820359281437,0.49250071285999425,0.604311377245509,44.32882144075011,-0.16740233818078137,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6599030510407756,0.0
train_real/seq_0039,train_real,3676,3403,0.074265505984766,7.598,16.621,3.534018300000002,15222.9403065,4307.5442779965215,0.0002938583602703497,0.0,0.4625468827020579,2.724296428782696,small;scale;absent,,0.6653089219226785,0.7983539094650206,28.479093396347274,3402,0.670404696437258,0.720056910440878,44,177,153,0.20164609053497942,0.562862181909801,0.6887125220458554,39.125903147945486,-0.10244674001287757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6653089219226785,0.0
train_real/seq_0040,train_real,3794,3787,0.0018450184501844769,8.902,21.968,6.809055499999999,6332.3431920999865,929.9884825582619,0.0,0.0,0.3764910259220179,1.9621197776183674,small;scale,,0.8252584710587882,0.9477020602218701,29.128161062840547,3786,0.840667236909349,0.8478374356326807,44,32,15,0.05229793977812995,0.7321711568938194,0.8750660327522451,43.943967046702554,-0.09308731416496885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.8252584710587882,0.0
train_real/seq_0041,train_real,3781,3781,0.0,55.381,105.64,3552.389223,12751.47005,3.589547555048418,0.0,0.14096799788415762,0.9668396607326566,3.2658217250386863,large;seam;hard;drift,,0.07688334593096498,0.0,7.237362061411244,3780,0.05989233192385015,0.062069936409200714,1,3780,1,1.0,0.08270345175107079,0.00873015873015873,13.908555743527717,0.005820105820105809,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.08270345175107079,0.005820105820105809
train_real/seq_0042,train_real,4772,4772,0.0,96.52350000000001,116.027,6604.0595832,14529.1186872,2.200028407399666,0.0018860016764459346,0.15255658005029338,0.3794881543471237,2.959650492382541,large;seam;hard;drift,,0.2478865367148746,0.03982393628170195,12.419589676261028,4771,0.23183414571899666,0.27804064696473196,61,663,4,0.960176063718298,0.18527612260582288,0.0027247956403269754,14.828625558816414,-0.06261041410905172,0.20848179976245368,0.011527981555229511,13.709570372431072,-0.039404736952420916,0.23087902106975675,0.03814713896457766,10.401441026805804,-0.01700751564511785,0.23094888762463694,0.10165583735066024,9.068630254677903,-0.01693764909023765,0.22855346288588796,0.017187172500523998,3.488141065366384,-0.019333073828986636,0.21478975157449273,0.005449591280653951,3.5140511796656666,-0.03309678514038186,0.23382339731113572,0.025361559421504927,3.5054205333710704,-0.014063139403738878,0.22661716122206585,0.010270383567386292,3.529979240217561,-0.021269375492808745,baseline,0.2478865367148746,0.0
train_real/seq_0043,train_real,2751,2751,0.0,28.863,70.246,1383.8536060000001,17042.017152,12.314898828973387,0.0,0.4198473282442748,0.19609031165116164,0.922603961943542,seam;scale;hard;drift,,0.20121212121212123,0.104,15.49450886451179,2750,0.18664449865288207,0.18961385581890616,8,2296,46,0.896,0.145991341991342,0.03709090909090909,27.359049513396293,-0.055220779220779226,0.3418354978354978,0.3090909090909091,24.545209812423412,0.1406233766233766,0.18263203463203465,0.07454545454545454,12.529245795852791,-0.018580086580086586,0.11932467532467533,0.006909090909090909,8.974089517727416,-0.0818874458874459,0.15695238095238095,0.07636363636363637,8.913724288381372,-0.04425974025974028,0.16881385281385283,0.08,10.012412043166583,-0.0323982683982684,0.16732467532467532,0.07672727272727273,9.869113577437666,-0.03388744588744591,0.17089177489177493,0.08763636363636364,9.122879857698482,-0.030320346320346303,sutrack_b224,0.3418354978354978,0.1406233766233766
train_real/seq_0044,train_real,3907,3907,0.0,14.03,24.255,45.748414600000004,2153.3749310999997,47.06993564537643,0.0,0.0,0.14321311559663286,0.49186206367025553,scale,,0.7997342306098066,0.9710701484895033,30.472059739996467,3906,0.8144225187008266,0.8144225187008266,7,68,3500,0.029185867895545316,0.8579352888108648,0.996415770609319,44.2268212147108,0.05820105820105814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.8579352888108648,0.05820105820105814
train_real/seq_0045,train_real,3328,3328,0.0,12.4055,28.802500000000002,54.62574,1706.8520715999991,31.246296555433375,0.0,0.0,0.14758357436002692,0.5309025276784599,scale,,0.8690798230924472,0.9993988578298768,30.44681925380352,3327,0.8881934116487256,0.8881934116487256,2,1,2485,0.0006011421701232341,0.8696952781713828,0.9993988578298768,42.890584735166996,0.0006154550789355673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.8696952781713828,0.0006154550789355673
train_real/seq_0046,train_real,2089,2089,0.0,9.374,20.817,23.0038812,720.421626,31.317394649038615,0.0,0.0,0.29200125315090564,1.1720311579842353,small;scale,,0.8760262725779968,1.0,31.272236872523052,2088,0.8949590978637291,0.8949590978637291,0,0,-1,0.0,0.8606093778507571,0.9966475095785441,44.00774524477713,-0.015416894727239727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.8760262725779968,0.0
train_real/seq_0047,train_real,3250,3172,0.02400000000000002,19.7035,27.5535,166.06135205,2250.9080357499893,13.554677280191331,0.0,0.005359394703656999,0.6712180854498997,1.7802933703516355,scale,,0.7318706732140982,0.9754020813623463,30.212507332006457,3171,0.742054552306748,0.7426217383249684,11,36,104,0.02459791863765374,0.8333258248111609,0.978240302743614,42.50210331218745,0.10145515159706275,0.8765749125257167,0.9895931882686849,28.568061258766555,0.14470423931161858,0.848583141866018,0.9848628192999054,51.988679385719706,0.11671246865191987,0.862789265816702,0.9908546199936928,9.171995942394293,0.13091859260260386,0.8144644171134237,0.988647114474929,17.086914339715214,0.0825937438993255,0.8042678440029432,0.9877010406811731,15.183241847795717,0.072397170788845,0.8105149344506015,0.9820245979186376,15.615130849128837,0.07864426123650337,0.816867144208677,0.988647114474929,15.877530923152394,0.08499647099457885,sutrack_b224,0.8765749125257167,0.14470423931161858
train_sim/seq_0001,train_sim,1236,1192,0.035598705501618144,27.808,66.0325,627.5295031500001,3682.3240479999995,5.86796960065765,0.0,0.0,0.3542139515687593,6.257427793044936,fast;scale,,0.6988924873055856,0.9773299748110831,28.580925194998525,1191,0.7085566235629979,0.7085566235629979,11,6,388,0.022670025188916875,0.6890168325936588,0.9672544080604534,42.58254177383765,-0.009875654711926862,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6988924873055856,0.0
train_sim/seq_0002,train_sim,1254,1188,0.052631578947368474,17.622500000000002,37.4965,310.4608838,2401.7911769499983,7.736211878135478,0.0,0.0,0.13409930333131814,4.254650285575694,scale;absent,,0.6544309383399527,0.7582139848357203,30.437618152205022,1187,0.6559005037685333,0.6559292694900164,6,193,2,0.2417860151642797,0.7611425362057207,0.9132266217354675,43.51957123072242,0.106711597865768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.7611425362057207,0.106711597865768
train_sim/seq_0003,train_sim,1306,1306,0.0,14.002500000000001,29.12,201.294372,852.58261625,4.2355015084574745,0.004594180704441042,0.0,0.12401678285963307,4.599230656671715,scale,,0.7852216748768471,0.98544061302682,30.93316358720656,1305,0.7988386968259108,0.7988386968259108,7,4,406,0.014559386973180077,0.7625250866630177,0.9471264367816092,41.885211471023105,-0.02269658821382947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7852216748768471,0.0
train_sim/seq_0004,train_sim,1300,1300,0.0,48.884,75.845,1307.40222045,5491.64319655,4.2004236421289,0.0,0.0,0.4026868204522136,7.833306378593015,fast;scale,,0.6371934455075332,0.8521939953810623,26.695322842918536,1299,0.6439457858717459,0.6449790529449867,47,11,86,0.14780600461893764,0.6246929872795925,0.8052347959969207,41.85554732639419,-0.012500458227940658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6371934455075332,0.0
train_sim/seq_0005,train_sim,1290,1258,0.024806201550387597,25.982,59.939499999999995,421.12159740000004,7272.245411049998,17.26875433591808,0.006359300476947536,0.0,0.2400987501586764,7.645401284955485,fast;scale,,0.7224305792324885,0.8512330946698489,29.02296953636474,1257,0.731214672001247,0.7335166451535315,16,60,20,0.14876690533015116,0.7036026821229685,0.8297533810660302,38.38523266066985,-0.018827897109520042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7224305792324885,0.0
train_sim/seq_0006,train_sim,1296,1296,0.0,21.497500000000002,50.8665,435.05086500000004,5003.935714,11.501955556392238,0.010802469135802469,0.0,0.248006991211169,5.495479804753153,fast;scale,,0.7573818716675861,0.9459459459459459,29.397280441926725,1295,0.7700791630475525,0.7754396246335657,17,32,310,0.05405405405405406,0.7581908439051296,0.9366795366795366,44.40715858609752,0.0008089722375435038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.7581908439051296,0.0008089722375435038
train_sim/seq_0007,train_sim,1284,1064,0.17133956386292837,18.273,42.8465,178.8167571,3834.562407899998,21.444088742508566,0.0,0.0,0.19205702316262244,7.687365564236087,fast;scale;absent,,0.7099404201944183,0.8617121354656632,30.341636815239923,1063,0.7182219448805645,0.7182219448805645,24,65,10,0.13828786453433678,0.6910361510549657,0.845719661335842,37.574743832039104,-0.018904269139452534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7099404201944183,0.0
train_sim/seq_0008,train_sim,916,916,0.0,32.4195,66.783,1049.23510025,4211.761321499999,4.014125452433366,0.017467248908296942,0.0,0.25381231425069106,5.813424062318328,fast;scale,,0.6743169398907105,0.9016393442622951,28.574752641262968,915,0.6826887992465321,0.6861819040248661,14,28,22,0.09836065573770492,0.6643247462919594,0.8721311475409836,43.50643560390932,-0.009992193598751142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6743169398907105,0.0
train_sim/seq_0009,train_sim,996,996,0.0,35.3535,63.8565,1168.2082515,4994.48689275,4.275339509318643,0.012048192771084338,0.0,0.3028054507887618,7.48913048069265,fast;scale;hard;drift,,0.20081359176836566,0.20603015075376885,30.78890872224559,995,0.1688956754377057,0.1725821486282775,10,693,24,0.7939698492462312,0.1825317061497966,0.17788944723618091,44.4444324440914,-0.018281885618569055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.20081359176836566,0.0
train_sim/seq_0010,train_sim,450,450,0.0,52.3985,51.2275,2076.266593,3660.4742834999993,1.7630078410166856,0.07555555555555556,0.12444444444444444,0.6692394617150176,1.100612902185774,seam;hard;drift,,0.3867854491462509,0.13808463251670378,18.15268233999876,449,0.38131141025206067,0.3861684284108504,10,190,24,0.8619153674832962,0.32092480644819177,0.17817371937639198,39.16554319396709,-0.06586064269805914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.3867854491462509,0.0
train_sim/seq_0011,train_sim,450,450,0.0,10.232,9.4295,79.3925093,149.8559982,1.8875332134136236,0.4111111111111111,0.25333333333333335,0.40138922255032666,0.5273759176869134,small;polar;seam;hard;drift,,0.0854809629865309,0.013363028953229399,29.119859520258974,449,0.049220003702152404,0.06558921706701375,2,440,6,0.9866369710467706,0.24000424223141373,0.23608017817371937,41.10830434156369,0.15452327924488282,0.26407890550429525,0.2984409799554566,28.63879215395704,0.17859794251776434,0.16640152720330895,0.13140311804008908,55.46836445356853,0.08092056421677804,0.21709619259730623,0.20489977728285078,8.823358700338845,0.13161522961077532,0.10170749814402377,0.024498886414253896,16.16607832751753,0.016226535157492866,0.12737299819705164,0.026726057906458798,14.364753485927478,0.041892035210520734,0.10743451055255064,0.028953229398663696,15.588086236260557,0.021953547566019735,0.09661682044755543,0.024498886414253896,13.887568145312954,0.011135857461024523,sutrack_b224,0.26407890550429525,0.17859794251776434
train_sim/seq_0012,train_sim,450,450,0.0,17.792,47.119,620.9032554,1256.82302835,2.024184955416808,0.013333333333333334,0.11555555555555555,1.1242888219026617,1.3170346759576819,seam;hard;drift,,0.11517658288259625,0.0400890868596882,17.561759318833968,449,0.08456298089528916,0.1255928093858468,1,431,19,0.9599109131403119,0.2420193021529324,0.25389755011135856,30.845364522745065,0.12684271927033616,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.2420193021529324,0.12684271927033616
train_sim/seq_0013,train_sim,450,450,0.0,3.3605,3.751,11.049881300000001,15.0609987,1.3630009491595172,0.03333333333333333,0.10222222222222223,1.089969309965817,1.2091610972877673,small;seam;hard;drift,,0.39526991197369815,0.49665924276169265,29.423200726414187,449,0.3803892187205435,0.3803892187205435,22,176,127,0.5033407572383074,0.4574186021847493,0.6035634743875279,26.742397323900573,0.06214869021105113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.4574186021847493,0.06214869021105113
train_sim/seq_0014,train_sim,450,450,0.0,27.855,33.6125,560.1963246,20183.287886999908,36.02895449450064,0.008888888888888889,0.0,0.6817380229507,2.418856372870691,scale,,0.6275320818750663,0.9042316258351893,30.31598088449257,449,0.6313929044241153,0.6354860920979629,3,36,236,0.0957683741648107,0.6438646728179023,0.8997772828507795,42.67295918450291,0.01633259094283601,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.6438646728179023,0.01633259094283601
train_sim/seq_0015,train_sim,450,450,0.0,23.658,21.4545,267.02654674999997,1268.6643884999996,4.751079635867701,0.0,0.6066666666666667,0.4681262902519614,0.8033373534929954,seam;scale,,0.682362922897444,0.8930957683741648,30.529639125015517,449,0.6904545798114398,0.7701859310512557,8,19,35,0.10690423162583519,0.7435571110404072,0.9487750556792873,43.59547657293389,0.06119418814296318,0.7660409375331425,0.9510022271714922,28.376581344316534,0.08367801463569846,0.736345317637077,0.9354120267260579,46.21622057518754,0.053982394739632955,0.6961501749920458,0.8997772828507795,8.854375149557022,0.013787252094601743,0.7494962350196203,0.955456570155902,16.691858075822118,0.06713331212217621,0.7747375119312758,0.955456570155902,15.27862949112976,0.09237458903383178,0.7770707392088237,0.9532293986636972,13.211812395823927,0.0947078163113797,0.7776010181355392,0.9510022271714922,15.179339592402016,0.09523809523809512,ft_ep7,0.7776010181355392,0.09523809523809512
train_sim/seq_0016,train_sim,450,450,0.0,19.572499999999998,15.501000000000001,209.4738135,702.3977911999998,3.3531532150198804,0.0,0.0,0.26779459114804693,0.5688655247056036,,,0.9047619047619048,1.0,32.1848132228335,449,0.9246370093629026,0.9246370093629026,0,0,-1,0.0,0.9157917064375863,1.0,43.92459310974653,0.011029801675681572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.9157917064375863,0.011029801675681572
train_sim/seq_0017,train_sim,480,480,0.0,8.7275,5.259,21.6263666,165.29005379999998,7.642987694474761,0.0,0.50625,0.5025121854134229,0.9082621778497904,small;seam;scale,,0.8300029824038174,0.9853862212943633,32.134936201149664,479,0.8452536368205743,0.8540850585242831,6,2,34,0.014613778705636743,0.8209563574908042,0.9874739039665971,44.25251653917256,-0.009046624913013224,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.8300029824038174,0.0
train_sim/seq_0018,train_sim,480,480,0.0,2.1665,4.752,6.2561875,31.472441999999994,5.030610415688467,0.0,0.0,0.5159536666190013,0.9980513816483767,small;scale;hard;drift,,0.06849587434138582,0.010438413361169102,24.468807590306746,479,0.027884833528957924,0.027884833528957924,1,474,6,0.9895615866388309,0.057858634059051575,0.012526096033402923,12.066750901301283,-0.010637240282334245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.06849587434138582,0.0
train_sim/seq_0019,train_sim,450,450,0.0,9.6785,11.277000000000001,88.102222,264.09251359999996,2.997569273564973,0.08888888888888889,0.24888888888888888,0.42420723798186394,0.703376563107124,small;seam,,0.7990242867748434,0.9732739420935412,31.076750895379504,449,0.8134909169937959,0.8259758845544362,5,3,163,0.026726057906458798,0.7857673136069572,0.9576837416481069,46.164393161862215,-0.01325697316788621,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.7990242867748434,0.0
train_sim/seq_0020,train_sim,450,450,0.0,6.6665,4.827500000000001,24.130852,40.7654889,1.6893514120429731,0.0,0.0,0.257530111437852,0.38338126483231727,small,,0.8514158447343301,1.0,32.020874854084035,449,0.8697607249640297,0.8697607249640297,0,0,-1,0.0,0.8709301092374588,1.0,45.76161249883596,0.019514264503128764,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.8709301092374588,0.019514264503128764
train_sim/seq_0021,train_sim,450,450,0.0,4.3,2.2664999999999997,6.95966195,20.79950425,2.988579675195287,0.0,0.0,0.2320102661500644,0.430011310974368,small,,0.7639198218262806,1.0,32.72050368840122,449,0.7768305826870575,0.7768305826870575,0,0,-1,0.0,0.7706013363028953,1.0,43.65147202859487,0.006681514476614692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.7706013363028953,0.006681514476614692
train_sim/seq_0022,train_sim,450,450,0.0,5.441,12.005500000000001,42.46874505,111.34771129999996,2.621874302358269,0.12444444444444444,0.1688888888888889,0.9065059049099684,1.4313678534055452,small;seam,,0.6769540778449464,0.7817371937639198,32.559511936460595,449,0.6807184479730801,0.6827359452145261,3,95,50,0.2182628062360802,0.568671121009651,0.6547884187082406,26.465641183683815,-0.10828295683529543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.6769540778449464,0.0
train_sim/seq_0023,train_sim,450,450,0.0,8.7195,9.518,58.26862775,283.4556051999999,4.864634987049269,0.0,0.0,0.35862515385024324,0.782799414771521,small;scale,,0.9063527415420511,1.0,32.63467210103489,449,0.9272632960203389,0.9272632960203389,0,0,-1,0.0,0.8787782373528475,1.0,39.909097255575965,-0.027574504189203597,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.9063527415420511,0.0
train_sim/seq_0024,train_sim,450,450,0.0,6.184,18.253,80.66058275,159.6068637,1.9787467218614905,0.0,0.12666666666666668,1.1997200781943873,1.41187079516548,small;seam,,0.5132039452752147,0.5723830734966593,32.157787626921525,449,0.5031314239685306,0.5031314239685306,8,145,98,0.42761692650334077,0.2827447237246791,0.267260579064588,42.86242148025499,-0.2304592215505356,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.5132039452752147,0.0
train_sim/seq_0025,train_sim,450,450,0.0,47.268,75.869,2729.8203753000003,5016.1795317,1.837549304374554,0.0,0.10888888888888888,1.4301188851872886,1.9916922060634186,seam;hard;drift,,0.07084526460918444,0.0200445434298441,9.865104063577359,449,0.04764325421424817,0.06404774802383544,3,436,7,0.9799554565701559,0.13320606639092164,0.08685968819599109,30.650731777799656,0.062360801781737196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.13320606639092164,0.062360801781737196
train_sim/seq_0026,train_sim,450,450,0.0,8.018999999999998,5.273,23.8440015,63.71087315,2.6719874661138565,0.006666666666666667,0.12222222222222222,1.0806388920822871,1.2859887021730156,small;seam,,0.4850991621592958,0.5567928730512249,32.535697992194336,449,0.4744355830736403,0.4744355830736403,4,174,239,0.44320712694877507,0.46611517658288254,0.5545657015590201,24.263841360772958,-0.018983985576413287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.4850991621592958,0.0
train_sim/seq_0027,train_sim,450,450,0.0,5.8465,5.016,27.4679565,34.92641459999999,1.2715330534326421,0.06888888888888889,0.10222222222222223,0.7773323758711993,0.8822170867989977,small;seam,,0.5227489659560929,0.6057906458797327,32.88502415533171,449,0.5145962281780228,0.5145969140998546,2,176,21,0.39420935412026725,0.5012196415314456,0.5412026726057907,38.91824988438002,-0.021529324424647278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,baseline,0.5227489659560929,0.0
train_sim/seq_0028,train_sim,450,450,0.0,25.782,26.312,528.8025333,868.283328,1.641980273016971,0.013333333333333334,0.1111111111111111,0.9016166641895821,1.1290836617323445,seam;drift,,0.400996924382225,0.36525612472160357,29.1618684717299,449,0.3906694993625257,0.3929799110631286,9,173,13,0.6347438752783965,0.456039876975289,0.5812917594654788,40.33202475093501,0.05504295259306402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.456039876975289,0.05504295259306402
train_sim/seq_0029,train_sim,450,450,0.0,12.497,12.502,145.7770581,171.25719389999998,1.1747883798184562,0.035555555555555556,0.10222222222222223,1.0738254299138863,1.1929609424040875,seam,,0.5382331106161841,0.6035634743875279,32.38530656492719,449,0.5301902316171451,0.5320392375367581,3,176,21,0.39643652561247217,0.5475660197263761,0.6035634743875279,24.16264473171546,0.009332909110192023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.5475660197263761,0.009332909110192023
train_sim/seq_0030,train_sim,450,450,0.0,20.240000000000002,17.03,198.00812,2031.8316678999981,10.261355281288456,0.0,0.0,0.49083983461230046,1.2043921189002043,scale,,0.8416587124827659,1.0,30.933627086654546,449,0.857342907923002,0.857342907923002,0,0,-1,0.0,0.841870824053452,1.0,42.07255392327269,0.0002121115706861243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sutrack_t224,0.841870824053452,0.0002121115706861243
