tracker,sequence,n_frames,sr,sr_dual,auc,auc_dual,fps,first_frame_linf,result_path
SparseK5,0001,251,0.984,0.988,0.8828571428571428,0.8862857142857142,nan,1.4285706129157916e-07,D:\instan\pano360\runs\sparse_teacher_k5\0001\results.txt
SparseK5,0002,854,0.15826494724501758,0.15826494724501758,0.20861943839669517,0.20861943839669517,nan,4.395603809825843e-07,D:\instan\pano360\runs\sparse_teacher_k5\0002\results.txt
SparseK5,0003,740,0.7415426251691475,0.7956698240866035,0.6400541271989175,0.6946323861073523,nan,3.3333321880490985e-07,D:\instan\pano360\runs\sparse_teacher_k5\0003\results.txt
SparseK5,0004,690,0.059506531204644414,0.06095791001451379,0.09848641924113624,0.09945400511438247,nan,2.0720699467347004e-07,D:\instan\pano360\runs\sparse_teacher_k5\0004\results.txt
SparseK5,0005,483,0.9377593360995851,0.9377593360995851,0.8283935981031417,0.8283935981031417,nan,2.0202014638925903e-07,D:\instan\pano360\runs\sparse_teacher_k5\0005\results.txt
SparseK5,0006,931,0.32365591397849464,0.32365591397849464,0.3062467997951869,0.3062467997951869,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0006\results.txt
SparseK5,0007,661,0.39090909090909093,0.39090909090909093,0.3428571428571428,0.3428571428571428,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0007\results.txt
SparseK5,0008,1457,0.5659340659340659,0.5659340659340659,0.4937532705389849,0.4938840920983778,nan,4.263324626663234e-07,D:\instan\pano360\runs\sparse_teacher_k5\0008\results.txt
SparseK5,0009,825,0.18932038834951456,0.18932038834951456,0.18284789644012947,0.18284789644012947,nan,3.2203388400375843e-07,D:\instan\pano360\runs\sparse_teacher_k5\0009\results.txt
SparseK5,0010,687,0.4489795918367347,0.4489795918367347,0.39372483687352494,0.39372483687352494,nan,3.333334461785853e-07,D:\instan\pano360\runs\sparse_teacher_k5\0010\results.txt
SparseK5,0011,1081,0.7851851851851852,0.7907407407407407,0.6044973544973546,0.6084215167548501,nan,4.347825210970768e-07,D:\instan\pano360\runs\sparse_teacher_k5\0011\results.txt
SparseK5,0012,1276,0.2596078431372549,0.2603921568627451,0.2505695611577965,0.2516526610644258,nan,3.809523150266614e-07,D:\instan\pano360\runs\sparse_teacher_k5\0012\results.txt
SparseK5,0013,651,0.8784615384615385,0.8784615384615385,0.6706959706959709,0.6706959706959709,nan,1.111111487261951e-07,D:\instan\pano360\runs\sparse_teacher_k5\0013\results.txt
SparseK5,0014,499,0.44377510040160645,0.44377510040160645,0.4039013195639702,0.4039013195639702,nan,3.3333321880490985e-07,D:\instan\pano360\runs\sparse_teacher_k5\0014\results.txt
SparseK5,0015,580,0.3126079447322971,0.3143350604490501,0.2886750555144338,0.2896619787811498,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0015\results.txt
SparseK5,0016,2400,0.7261358899541476,0.7261358899541476,0.5570972031997461,0.557533893090375,nan,3.7931022234261036e-07,D:\instan\pano360\runs\sparse_teacher_k5\0016\results.txt
SparseK5,0017,740,0.7686062246278755,0.7699594046008119,0.6082221792641277,0.6094464849539274,nan,3.225807176931994e-08,D:\instan\pano360\runs\sparse_teacher_k5\0017\results.txt
SparseK5,0018,992,0.9545913218970736,0.970736629667003,0.8538753543798954,0.870741434818125,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0018\results.txt
SparseK5,0019,600,0.31552587646076796,0.31719532554257096,0.3108355195166547,0.31266396374910566,nan,3.939394446206279e-07,D:\instan\pano360\runs\sparse_teacher_k5\0019\results.txt
SparseK5,0020,2398,0.130997079682937,0.130997079682937,0.14450602936209944,0.14450602936209944,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0020\results.txt
SparseK5,0021,600,0.994991652754591,0.994991652754591,0.8714524207011687,0.8714524207011687,nan,7.407402335957158e-08,D:\instan\pano360\runs\sparse_teacher_k5\0021\results.txt
SparseK5,0022,1586,0.4365930599369085,0.4365930599369085,0.43229683040408584,0.43229683040408584,nan,2.631577444844879e-07,D:\instan\pano360\runs\sparse_teacher_k5\0022\results.txt
SparseK5,0023,901,0.88,0.8811111111111111,0.7465079365079366,0.7474603174603175,nan,3.913042588843396e-07,D:\instan\pano360\runs\sparse_teacher_k5\0023\results.txt
SparseK5,0024,1350,0.6649369903632321,0.6649369903632321,0.614811677080024,0.614811677080024,nan,2.857141225831583e-07,D:\instan\pano360\runs\sparse_teacher_k5\0024\results.txt
SparseK5,0025,429,0.6845794392523364,0.6845794392523364,0.6327325322652426,0.6336226079216734,nan,5.684341886080802e-14,D:\instan\pano360\runs\sparse_teacher_k5\0025\results.txt
SparseK5,0026,1076,0.4641860465116279,0.4641860465116279,0.45847176079734225,0.45847176079734225,nan,1.1267593436059542e-07,D:\instan\pano360\runs\sparse_teacher_k5\0026\results.txt
SparseK5,0027,328,0.8562691131498471,0.8562691131498471,0.799184505606524,0.8018057375855541,nan,3.333334461785853e-07,D:\instan\pano360\runs\sparse_teacher_k5\0027\results.txt
SparseK5,0028,1451,0.15931034482758621,0.15931034482758621,0.1857799671592775,0.1857799671592775,nan,3.33333360913457e-07,D:\instan\pano360\runs\sparse_teacher_k5\0028\results.txt
SparseK5,0029,1121,0.14821428571428572,0.14910714285714285,0.18460884353741497,0.190093537414966,nan,1.0389612725703046e-07,D:\instan\pano360\runs\sparse_teacher_k5\0029\results.txt
SparseK5,0030,1568,0.3299298021697511,0.3312061263560944,0.30540614458929716,0.3071382988421917,nan,1.3253009001346072e-07,D:\instan\pano360\runs\sparse_teacher_k5\0030\results.txt
SparseK5,0031,640,0.8982785602503912,0.9029733959311425,0.7764363961547059,0.7797898502123853,nan,4.563106017485552e-07,D:\instan\pano360\runs\sparse_teacher_k5\0031\results.txt
SparseK5,0032,1511,0.9913907284768212,0.9940397350993377,0.8632608010091454,0.8649321980447808,nan,4.587154762702994e-07,D:\instan\pano360\runs\sparse_teacher_k5\0032\results.txt
SparseK5,0033,1021,0.5362745098039216,0.5362745098039216,0.47553688141923434,0.4757236227824463,nan,3.3333321880490985e-07,D:\instan\pano360\runs\sparse_teacher_k5\0033\results.txt
SparseK5,0034,703,1.0,1.0,0.9198209198209197,0.9198209198209197,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0034\results.txt
SparseK5,0035,600,0.8647746243739566,0.8797996661101837,0.7638922012878607,0.7790762381747356,nan,3.1958734325598925e-07,D:\instan\pano360\runs\sparse_teacher_k5\0035\results.txt
SparseK5,0036,1080,0.34754402224281744,0.34754402224281744,0.35222207511364134,0.3546493666975595,nan,4.77611877158779e-07,D:\instan\pano360\runs\sparse_teacher_k5\0036\results.txt
SparseK5,0037,1110,0.38322813345356177,0.38503155996393146,0.39404869251578,0.39550860921465064,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0037\results.txt
SparseK5,0038,589,0.24319727891156462,0.24319727891156462,0.25105280207321024,0.25105280207321024,nan,3.45678927260451e-07,D:\instan\pano360\runs\sparse_teacher_k5\0038\results.txt
SparseK5,0039,310,0.43042071197411,0.43042071197411,0.3732470334412082,0.3732470334412082,nan,2.352940100536216e-07,D:\instan\pano360\runs\sparse_teacher_k5\0039\results.txt
SparseK5,0040,728,0.4470426409903714,0.4497936726272352,0.4027641317875156,0.4062356717102247,nan,1.1236124919378199e-08,D:\instan\pano360\runs\sparse_teacher_k5\0040\results.txt
SparseK5,0041,2400,0.026677782409337224,0.026677782409337224,0.06820302110006154,0.06820302110006154,nan,2.6415091269882396e-07,D:\instan\pano360\runs\sparse_teacher_k5\0041\results.txt
SparseK5,0042,876,0.4948571428571429,0.4948571428571429,0.5006258503401361,0.5006258503401361,nan,1.1764677765313536e-07,D:\instan\pano360\runs\sparse_teacher_k5\0042\results.txt
SparseK5,0043,1240,0.9814366424535916,0.9814366424535916,0.8490333986702026,0.8490333986702026,nan,2.3529423742729705e-07,D:\instan\pano360\runs\sparse_teacher_k5\0043\results.txt
SparseK5,0044,1271,0.22283464566929134,0.22283464566929134,0.24405699287589053,0.24878140232470944,nan,1.7948696040548384e-07,D:\instan\pano360\runs\sparse_teacher_k5\0044\results.txt
SparseK5,0045,1147,0.11082024432809773,0.11605584642233857,0.1422754092911161,0.1463475442533034,nan,2.4137943910318427e-07,D:\instan\pano360\runs\sparse_teacher_k5\0045\results.txt
SparseK5,0046,1687,0.6209964412811388,0.6215895610913404,0.5700728690052533,0.5705812574139975,nan,1.3915871477365727e-07,D:\instan\pano360\runs\sparse_teacher_k5\0046\results.txt
SparseK5,0047,2334,0.016716673810544362,0.016716673810544362,0.06903026963035536,0.06905068070948912,nan,0.0,D:\instan\pano360\runs\sparse_teacher_k5\0047\results.txt
SparseK5,0048,1010,0.7819623389494549,0.7849355797819624,0.6569446410873567,0.6612393222898674,nan,1.1111109188277624e-07,D:\instan\pano360\runs\sparse_teacher_k5\0048\results.txt
SparseK5,0049,854,0.4525205158264947,0.4525205158264947,0.4147267347736281,0.4147267347736281,nan,2.9411773994070245e-07,D:\instan\pano360\runs\sparse_teacher_k5\0049\results.txt
SparseK5,0050,480,0.4112734864300626,0.4488517745302714,0.45600954369221586,0.48682771647281037,nan,4.285714112484129e-07,D:\instan\pano360\runs\sparse_teacher_k5\0050\results.txt
SparseK5,0051,1540,0.5562053281351527,0.5562053281351527,0.5025217364398651,0.5026145610940932,nan,3.1168838177109137e-07,D:\instan\pano360\runs\sparse_teacher_k5\0051\results.txt
SparseK5,0052,930,1.0,1.0,0.8406376544159107,0.8406376544159107,nan,4.0206180074164877e-07,D:\instan\pano360\runs\sparse_teacher_k5\0052\results.txt
SparseK5,0053,760,0.48616600790513836,0.48616600790513836,0.4470794905577514,0.4470794905577514,nan,4.871794772043359e-07,D:\instan\pano360\runs\sparse_teacher_k5\0053\results.txt
SparseK5,0054,2400,0.4372655273030429,0.4372655273030429,0.4138430695329403,0.41386291907342343,nan,4.2553210732876323e-07,D:\instan\pano360\runs\sparse_teacher_k5\0054\results.txt
SparseK5,0055,721,0.8944444444444445,0.9027777777777778,0.7625,0.7693783068783071,nan,2.1052665033494122e-07,D:\instan\pano360\runs\sparse_teacher_k5\0055\results.txt
SparseK5,0056,850,0.2332155477031802,0.2332155477031802,0.2919961859891189,0.2919961859891189,nan,1.8518517208576668e-07,D:\instan\pano360\runs\sparse_teacher_k5\0056\results.txt
SparseK5,0057,501,0.988,1.0,0.8723809523809524,0.8819047619047621,nan,6.550226316903718e-08,D:\instan\pano360\runs\sparse_teacher_k5\0057\results.txt
SparseK5,0058,1185,0.5591216216216216,0.5616554054054054,0.5033783783783783,0.5050675675675675,nan,2.4137943910318427e-07,D:\instan\pano360\runs\sparse_teacher_k5\0058\results.txt
SparseK5,0059,810,0.695920889987639,0.7021013597033374,0.6430042968979928,0.6475955029725116,nan,1.935482032422442e-07,D:\instan\pano360\runs\sparse_teacher_k5\0059\results.txt
SparseK5,0060,2400,0.9491454772822009,0.952897040433514,0.8425534448877507,0.8459080172294012,nan,7.692301551287528e-08,D:\instan\pano360\runs\sparse_teacher_k5\0060\results.txt
SparseK5,0061,1194,1.0,1.0,0.928751047778709,0.928751047778709,nan,3.6507935874396935e-07,D:\instan\pano360\runs\sparse_teacher_k5\0061\results.txt
SparseK5,0062,432,0.6473317865429234,0.6473317865429234,0.5537509667440061,0.5537509667440061,nan,3.68421297025634e-07,D:\instan\pano360\runs\sparse_teacher_k5\0062\results.txt
SparseK5,0063,331,0.6636363636363637,0.6636363636363637,0.5696969696969697,0.5696969696969697,nan,1.4285706129157916e-07,D:\instan\pano360\runs\sparse_teacher_k5\0063\results.txt
SparseK5,0064,706,0.3872340425531915,0.39148936170212767,0.3475852752448497,0.3506247889226613,nan,9.523807875666535e-08,D:\instan\pano360\runs\sparse_teacher_k5\0064\results.txt
SparseK5,0065,1239,0.420032310177706,0.420032310177706,0.40191553196399726,0.4019539964612663,nan,3.333334461785853e-07,D:\instan\pano360\runs\sparse_teacher_k5\0065\results.txt
SparseK5,0066,2400,0.9741558982909546,0.9741558982909546,0.7947160523233888,0.7947160523233888,nan,6.976779332035221e-08,D:\instan\pano360\runs\sparse_teacher_k5\0066\results.txt
